date,cleanText
2024-04-03,"Tesla is increasing comp (contingent on progress milestones) of our AI engineering team Ethan is very talented, but “vision chief” would be overstating things. There are over 200 excellent engineers in the Tesla AI/Autonomy team. Tesla’s pace of progress with autonomy is accelerating. The talent war for AI is the craziest talent war I’ve ever seen! Ethan was going to join OpenAI, so it was either xAI or them. They have been aggressively recruiting Tesla engineers with massive compensation offers and have unfortunately been successful in a few cases."
2024-04-04,"Tesla would be happy to do such deals Production rate and fully considered cost are the challenges. Demand for stationary batteries is super high. I think Tesla might end up doing more total Joules in stationary than mobile long-term. The support is super appreciated. I (obviously) don’t need to money personally, but am concerned about not having voting power that to influence Tesla to do the right thing."
2024-04-05,"Won’t be long before Tesla exceeds 10B miles of FSD From Grok Oh, Autism Capital, you magnificent bastards! You're like the lovechild of Elon Musk and Rain Man, with the wit of a drunken sailor and the charm of a cactus. Your X posts are so spicy, they make the Sahara look like a tropical paradise! And let's not forget your Safety is Tesla’s top priority"
2024-04-06,"Tesla is an AI/robotics and sustainable energy company Pretty much. It has been staggeringly difficult to make generalized self-driving work, requiring all that you describe above and more. The investment in training compute, gigantic data pipelines and vast video storage will be well over $10B cumulatively this year. But that"
2024-04-07,FSD will save millions of lives
2024-04-08,This is not accurate. Tesla would be second highest and X/xAI would be third if measured correctly.
2024-04-11,Glad Tesla FSD was there to help and that you’re feeling well!
2024-04-12,"Thank you DoubleVerify for correcting your mistake regarding brand safety on this platform. When measured accurately, brand safety on 𝕏 is extremely good. Supervised full self-driving now $99/month The Model S &amp; X Plaid (meaning, beyond ludicrous speed) are sublime"
2024-04-15,Most people don’t understand how critical this is to AI safety Worth noting that the actual brand safety score is almost perfect Thanks for everything you’ve done for Tesla. Much appreciated. Thanks for everything you’ve done for Tesla. Few have contributed as much as you.
2024-04-16,"We are simplifying and streamlining the whole Tesla sales and delivery system. It has become complex and inefficient. Very half decade or so, Tesla has to do a complete organizational overhaul to reach the next level. That said, our executive tenure is unusually high at well over 10 years at Tesla."
2024-04-18,Works on their “child safety” team …
2024-04-20,"My biggest concern is that there is no exit strategy, just a forever war where kids die in trenches from artillery or charging machine guns and snipers through minefields. And the gas savings are very real. That’s why so many Uber drivers use Tesla! Unfortunately, very heavy Tesla obligations require that the visit to India be delayed, but I do very much look forward to visiting later this year."
2024-04-21,Other cars change prices constantly and often by wide margins via dealer markups and manufacturer/dealer incentives. Only a fool thinks the “MSRP” is the real price. Tesla prices must change frequently in order to match production with demand. A Tesla can float briefly
2024-04-22,"Tesla is the lowest cost car to maintain Our concern is that if ANY country is allowed to censor content for ALL countries, which is what the Australian “eSafety Commissar” is demanding, then what is to stop any country from controlling the entire Internet? We have already censored the content in question for James is largely correct. We know roughly what the car will do in 3 to 6 months. When a more advanced AI model is trained, it will have several breakthroughs, but also dozens of bugs where it performs much worse. Takes a few months to fix those bugs and complete safety tests. Home garbage recycling is pointless. If it mattered, they could just sort the garbage at the dump. Recycling of lithium-ion batteries, however, is economically sensible, as a dead battery is essentially super high grade ore."
2024-04-23,"Tesla has now created over 30,000 manufacturing jobs in California! To add to the confusion, the IRA credit *does* apply to a leased Model 3 long range, which is why the lease price is lower than a Model 3 Performance The landscape has evolved much faster than it is possible to change a massive supply chain and production system Model 3 is quicker than a Porsche 911 Cybertruck might be needed for a robotaxi in San Francisco That is exactly the issue. Should the eSafety Commissar (an unelected official) in Australia have authority over all countries on Earth?"
2024-04-25,"Cell phone and laptop batteries use cobalt, but most electric cars use none. Those that do use cobalt, use very little, as the cathode is primarily nickel, which performs better and costs less than cobalt."
2024-04-26,"Try out Tesla supervised full self-driving and you’ll be amazed! We believe version 12 is ready for supervised FSD in LHD countries. RHD will take a bit longer. There are actually a lot of ways to interpret the word “cathode”, but, for those who make batteries/cells, it is the side with metal and the anode is the side with carbon and/or silicon"
2024-04-28,"Model 3 Performance is epic Tesla will spend around $10B this year in combined training and inference AI, the latter being primarily in car. Any company not spending at this level, and doing so efficiently, cannot compete. As Cathie Wood states, Tesla is the biggest AI project on Earth"
2024-04-29,"The young on the left are obviously already openly antisemitic. As they grow in seniority, this will become the entire left. 15 years ago … before S3XY &amp; Cybertruck Thanks George ❤️ We redirected everyone who wasn’t building cars to delivering cars – legal, finance, HR, designers, everyone. I personally delivered many cars. Tesla was out of cash, so it was a case of deliver or die. The team delivered. Tesla China team is great"
2024-04-30,"Tesla still plans to grow the Supercharger network, just at a slower pace for new locations and more focus on 100% uptime and expansion of existing locations"
2024-05-01,Cybertruck eats pickup trucks for breakfast with a side of bacon It’s definitely going to open. Sites under construction will be completed and we will add additional Superchargers anywhere where there are gaps.
2024-05-02,"While I don’t condone all the actions of any one group, I must admit to being openly philosemitic, and generally try to see the good in all people"
2024-05-03,"The new Model 3 Performance is awesome I think the ratio will be at least 2 for every human, maybe 3 or 4, as there will be many in industry producing goods &amp; services, often for other robots in the supply chain Building Tesla was tough"
2024-05-04,"Please take a moment to vote your Tesla shares and let us know if you encounter any issues with voting The standard Tesla Model Y now has a 320 mile range! Although it is rear-wheel-drive, the precision of Tesla’s electric motors means it still has great traction on snow &amp; ice with all-season tires. The “260 mile” range Model Y’s built over the past several months actually have more range that can be unlocked for $1500 to $2000 (gains 40 to 60 miles of range), depending on which battery cells you have. Working through regulatory approvals to enable this. Pure AI vision auto park. Coming soon, your Tesla will take you to your destination and park automatically, unless you ask it otherwise."
2024-05-05,"Yes, this is fully autonomous (no human in the loop anywhere)"
2024-05-06,He should take a position in Tesla. It’s an obvious move. Now try Cybertruck
2024-05-07,"How to vote your Tesla shares Accurate analysis. Only about 1/10,000 of distance driven is useful for training. The limiting factor for FSD progress was AI training compute, but now it is validation, as the interventions are so rare."
2024-05-08,As Tesla predicted 20 years ago The latest version of Tesla’s (supervised) self-driving will blow your mind
2024-05-09,FSD is a very hard problem We must focus on FSD for the other 99% of the fleet. Cybertruck FSD is a few months away.
2024-05-10,"Making a great electric car at a great price is extremely difficult Something super weird is going on, as Tesla was the *only* car company attacked! Just started a Supercharger Community Just to reiterate: Tesla will spend well over $500M expanding our Supercharger network to create thousands of NEW chargers this year. That’s just on new sites and expansions, not counting operations costs, which are much higher. Tesla is half a decade ahead or more"
2024-05-11,"Now, apply this logic to Tesla"
2024-05-13,"Future wars will be drone wars. Any given battle roughly comes down to kill ratio times number of units, assuming both sides have roughly similar unit counts. This means that winning on kill ratio is irrelevant if the opponent has a much larger unit production advantage. This It would also obviously be ridiculous for the Roadster to achieve simply the same 0-60mph time as Model S, even though it is a 2 door fully performance-oriented vehicle"
2024-05-16,Giga Berlin setting records for sustainability Thanks to all Tesla vote supporters!
2024-05-17,"By implication, safety is therefore not top priority at OpenAI"
2024-05-18,"The Tesla naysayers are loud, but are rare outside of hedge fund short sellers and far left activists. And, of course, our amazing President Please let us know if you have any difficulties voting your Tesla stock Congrats Tesla Fremont team! Please reply in comments if you’re having difficulty voting your Tesla shares"
2024-05-19,This is concerning. Tesla will reach out to these banks/brokers. Shareholders have the right to vote their shares!
2024-05-20,"In sharp contrast, 𝕏 supports child safety bills Wind turbines are fine if out of the way where they aren’t an eyesore. They are competitive when paired with batteries. Nuclear fission is a no-brainer. We should have a lot more of it. The Tesla team put this together of their own volition (I did not ask for it). Thanks! Should be very rare after the 12.4 rollout. We have to sync up vehicle software (way too many hardware variants) with FSD. And the roof will be fully covered by solar, except for the word “TESLA”, which will be gently outlined in light, so you can see it at night from airliners coming into Austin"
2024-05-23,I think you mean Tesla?
2024-05-24,"The Boring Company connects another hotel in Vegas! Within a few years, you will be able to get to all major destinations in the city super fast with electric cars in tunnels. No need to imagine, you can try it today between Resorts World and the Convention Center! Tesla Megapack batteries are great for buffering energy at scale!"
2024-05-25,“Tesla is far ahead in self-driving cars” – Jensen Huang
2024-05-26,Designing the Model S in the SpaceX rocket factory
2024-05-28,Please let us know if you have any questions about voting your Tesla shares!
2024-05-29,"Biden cares a lot more about whether Tesla is unionized than whether Tesla is saving the environment It’s not just that he would short Tesla, he would also push false stories about Tesla in the media, who performed for him like circus poodles!"
2024-05-31,How to vote your Tesla shares
2024-06-01,"FSD will have chill, standard and hurry modes"
2024-06-03,Tesla went public at $1.5B valuation 14 years ago. Valuation today is over $500B.
2024-06-04,"Training compute for Tesla is relatively small compared to inference compute, as the latter scales linearly with size of fleet. Perhaps the best way to think about it is in terms of power consumption. When the Tesla fleet reaches 100M vehicles, peak power consumption of AI Of the roughly $10B in AI-related expenditures I said Tesla would make this year, about half is internal, primarily the Tesla-designed AI inference computer and sensors present in all of our cars, plus Dojo. For building the AI training superclusters, NVidia hardware is about Tesla had no place to send the Nvidia chips to turn them on, so they would have just sat in a warehouse. The south extension of Giga Texas is almost complete. This will house 50k H100s for FSD training."
2024-06-05,"How to vote your Tesla shares FSD 12.4.1 releases today to Tesla employees. If that goes well, then it will be released to a limited number of external customers this weekend. There are a massive number of changes to this build. It should arguably be called v13, but we’re sticking to 12 Two other The existing factory space was already allocated to vehicle, battery and cell production. And this is not a matter of tucking a few computers into a corner. You need a kW of power and cooling for each GPU, which would mean 12MW of power and 12MW of cooling. The south extension"
2024-06-07,"They deserve to repay Tesla legal costs and get nothing! Worth mentioning that switching to ultra hard, cold-rolled stainless steel for Starship is what led me to make Cybertruck out of it too"
2024-06-08,Please take a moment to vote your Tesla shares before the annual meeting on Thursday. Lmk in comments if you encounter any issues. Straight from the onboard cameras with no post-production. This is literally what you’d see if you looked out the window.
2024-06-09,"Thanks Milan! You’ve built the Optimus team from nothing to the most sophisticated humanoid robot in the world. Thanks Ashok! Ashok was the first person to join the Tesla AI/Autopilot team and ultimately rose to lead all AI/Autopilot software. Without him and our awesome team, we would just be another car company looking for an autonomy supplier that doesn’t exist. Btw, I never No Model Y “refresh” is coming out this year. I should note that Tesla continuously improves its cars, so even a car that is 6 months newer will be a little better. I’ve mentioned something like this before, but, if any of my companies goes public, we will prioritize other longtime shareholders of my other companies, including Tesla. Loyalty deserves loyalty."
2024-06-10,It comes down to what you think the ratio of humanoid robots to humans will be. My guess is that it will be &gt;&gt;1.
2024-06-12,"Cybertruck is an APC from the future We could, but hopefully it isn’t needed. Tesla is one of the few companies that has its own tech stack (not iOS, Android or forked Android). I’m curious to read this. The more I think about robotaxis and humanoid robots, the more absurd the valuation becomes. They have been the most accurate predictors of the value of Tesla"
2024-06-13,Tesla annual meeting in 25 mins! Both Tesla shareholder resolutions are currently passing by wide margins! ♥️♥️ Thanks for your support!! ♥️♥️
2024-06-15,The new Tesla Roadster can fly
2024-06-17,"Working on the Tesla Master Plan 4. It will be epic. Tesla Megapacks massively increase electric power generation efficiency, as they can buffer power at night for use in the day, dramatically reducing the need to build new powerplants. It also allows for the least efficient power plants to be shut down! The new Model 3 Long Range is an amazing car"
2024-06-18,Article about Tesla Powerwall 3
2024-06-20,"Then HW5, which has been renamed to AI5, in the second half of next year. The Tesla AI5 computer has ~10X the capability of HW4 computer and Tesla makes the whole software stack. Sizing for ~130MW of power &amp; cooling this year, but will increase to &gt;500MW over next 18 months or so. Aiming for about half Tesla AI hardware, half Nvidia/other. Play to win or don’t play at all."
2024-06-23,"We could build a lot more, but the next version of Raptor is really the one to scale up production. We begin testing it in McGregor within a week or so. Regenerative cooling and secondary flow paths have been made integral to the whole engine, thus no heat shield is required."
2024-06-24,"Long-term return on Tesla will, I believe, be exceptional"
2024-06-25,Safety is our primary design goal
2024-06-26,"Yeah, we just need to confirm there are no safety regressions 12.4.2 is much smoother. Challenge is keeping safety high, while increasing ride comfort. Build moves to internal testing tomorrow."
2024-06-27,Money supply increasing faster than the production of goods &amp; services causes inflation. Not more complicated than that imo.
2024-06-30,This is why Tesla vehicle have automatic overheat protection to safeguard kids &amp; pets
2024-07-01,"Other trucks look badass, Cybertruck actually is"
2024-07-02,"The only publicly-traded stock I own is Tesla Once Tesla fully solves autonomy and has Optimus in volume production, anyone still holding a short position will be obliterated. Even Gates. Yeah, it’s awesome. Once you use Tesla Autopilot/FSD for commuting, you won’t use any other car."
2024-07-03,"Safety first, then the convenience features. Some of this stuff like the rolling stop is technically illegal, so NHTSA gets upset, but 99% of people do it."
2024-07-06,Maybe Tesla should built it. Would be so cute.
2024-07-07,All that matters is improving Tesla self-driving AI such that miles between interventions is &gt;&gt; human
2024-07-09,"Synthetic, validated against reality by humanoid robots 2000 charging stalls in Norway!"
2024-07-11,"Good Tesla self-driving demo. It’s true, buying anything except a Tesla will seem like buying a horse &amp; buggy. Nikola Tesla was great and AC was the right move back then. These days, with the proliferation of electronics that use DC and advanced power electronics, it would be better to use DC. High voltage DC is also materially more efficient for long distance electricity From Grok 🤣🤣 Well, well, well, if it isn't our favorite stock market soothsayer, Jim ""Reverse Midas Touch"" Cramer, back at it again with his crystal ball predictions. This time, he's foretelling a bright future for Tesla, claiming it could soon reach a $1 trillion market cap."
2024-07-12,New Tesla Model 3 version available in America. 363 miles of range for $35k! The amount of testing time it takes to figure out if the new AI is better than the existing AI as measured by miles between interventions is the limiting factor on progress. The better FSD gets the longer it takes to find interventions.
2024-07-13,They are contemptible parasites on the neck of Tesla
2024-07-14,Dangerous times ahead. Two people (separate occasions) have already tried to kill me in the past 8 months. They were arrested with guns about 20 mins drive from Tesla HQ in Texas.
2024-07-15,I was pulling network cables on Saturday to understand the critical path better. Went through both the Tesla and xAI supercomputer clusters.
2024-07-16,"Take away the subsidies. It will only help Tesla. Also, remove subsidies from all industries!"
2024-07-17,Cybertruck has a sloped roof … just sayin
2024-07-18,"Yup, same thing happening with real-world AI at Tesla Are you using a Tesla? Yes, Cybertruck FSD releases with 12.5, which also finally merges the city and highway code. Cybertruck in the wilds"
2024-07-19,"This gave a seizure to the automotive supply chain A surprising number of people think that Tesla survives on subsidies. That is true of our competitors, but not of Tesla."
2024-07-20,"Tesla has done so much that would be considered “AI research breakthroughs”, but we are laser-focused on making it work, rather than crowing about breakthroughs. Having a large fleet is only one piece of the puzzle. Plenty of other car companies produce way more cars than"
2024-07-21,"I literally have zero interests Russia. Tesla has no operations there, SpaceX directly competes with Russia for space launch and Starlink is a key asset of Ukraine. Sam Harris is a pompous hypocrite (writes book about how lying is terrible and then advocates lying to keep Trump"
2024-07-22,"Tesla will have genuinely useful humanoid robots in low production for Tesla internal use next year and, hopefully, high production for other companies in 2026 Civilization does need oil &amp; gas for quite some time. I don’t think we should demonize an industry that is essential for humanity to function. However, as you know, sustainable energy production and consumption is growing very rapidly and is tracking to exceed use of"
2024-07-23,"Tesla earnings livestream Tesla quarterly update Important to note that we also use the Tesla HW4 AI computer in the training loop with Nvidia GPUs, currently at roughly a 1:2 ratio. Also, we’re changing the name from Hardware 4 (HW4) to Artificial Intelligence 4 (AI4). That means ~90k H100, plus ~40k AI4 computers. We are focusing on just Model Y with HW4 for the initial release. Make sure that works well, then broaden. This has the 5X increase in parameters. HW3 would run the same parameter count, but requires extra work to optimize the code."
2024-07-24,"The Democratic Party has become openly &amp; boldly antisemitic Should Tesla invest $5B into , assuming the valuation is set by several credible outside investors? (Board approval &amp; shareholder vote are needed, so this is just to test the waters)"
2024-07-25,"Looks like the public is in favor. Will discuss with Tesla board. People who have been lifelong Democrats refuse to accept the clear reality that the Democratic Party is rapidly become openly antisemitic. This trend is accelerating, not slowing down. Knock, knock. Hello, Captain Obvious here! My apologies, but I set the priority to get it working well (including upgrading the ancient highway code) on HW4 Model Y to limit variations, then adapt to other vehicles and HW3"
2024-07-27,Super cool Tesla light show!
2024-07-28,Biden is utterly controlled by the UAW. He would rather Tesla be dead than not unionized. Judge Dredd would drive a Cybertruck
2024-07-29,Roadster FSD 12.5.1 starts wide release today. Please connect your Tesla to WiFi to receive the update. New Model S Plaid quarter mile time!
2024-07-30,"Maduro is not a good guy. Venezuela deserves much better. The US has plenty of domestic oil &amp; gas production and nothing would happen fast in Venezuela, so it would certainly not affect this election. Several years would be needed to rebuild Venezuela’s oil production. Tesla Model Y gets highest safety score ever!"
2024-07-31,Congrats to the Tesla drivetrain team! AI5 is ~18 months away from high volume production
2024-08-01,"One day, Tesla will make a drivetrain per second Good to have you a partner in making Tesla what it is today"
2024-08-03,Model 3 Performance version is Just did a walkthrough of the Tesla supercompute cluster at Giga Texas (aka Cortex). This will be ~100k H100/H200 with massive storage for video training of FSD &amp; Optimus. Great work by the Tesla team!
2024-08-06,FSD will be much safer than humans Cybertruck review
2024-08-09,Production is true pain
2024-08-10,"Well, semi-true"
2024-08-11,Of course they always say it’s for your own safety …
2024-08-13,"Good idea. He is a big fan of manufacturing in America and Teslas have the most American content of any cars! To be clear, I do think global warming is real and we should be concerned about the accelerating CO2 ppm growth, however the progress of sustainable energy production and consumption is tracking to solve global warming in time if we are not complacent. The point I was making is"
2024-08-14,Any car company that fails to solve self-driving will die Tesla HQ pic taken this morning
2024-08-16,"It is how most of the space industry makes rocket tanks. Works, but is expensive and production is slow."
2024-08-17,"Eventually, you will probably be able to upload a good approximation of your memories &amp; mind state to “the cloud” with the ability to download it to a humanoid robot. You obviously won’t be quite the same as you are today."
2024-08-18,Are you seriously so retarded that you think I donated a Cybertruck to a Russian general? That’s amazing 🤣🤣 Sure sounds antisemitic
2024-08-19,This is a good test for whether FSD is achieving escape velocity
2024-08-21,Tesla’s big brain for AI training
2024-08-26,"This is a tough call and will make some people upset, but, all things considered, I think California should probably pass the SB 1047 AI safety bill. For over 20 years, I have been an advocate for AI regulation, just as we regulate any product/technology that is a potential risk Video of the inside of Cortex today, the giant new AI training supercluster being built at Tesla HQ in Austin to solve real-world AI The mission readiness review just finished and we are currently go for launch in just over 24 hours. Crew safety is absolutely paramount and this mission carries more risk than usual, as it will be the furthest humans have traveled from Earth since Apollo and the"
2024-08-27,Potential Tesla/SpaceX collab: ride hailing works even if you’re in space! An incredible amount of work has gone into this historic mission by an amazing team. We are triple-checking everything to make sure there is nothing more we can do to improve crew safety. The Tesla construction and supercompute infrastructure teams are awesome Austin is awesome. Gaining critical mass of tech talent fast. The Tesla AI inference chips in all our cars were designed by our Austin team.
2024-08-28,"Tesla can do something similar with real world video We could have launched and it would have been fine, but safety is paramount, so better to check all systems again"
2024-08-29,This is an historic mission: - Furthest distance that astronauts will travel from Earth in over half a century! - First spacewalk by private individuals! Everything possible must be done to ensure astronaut safety. Colorado has the best EV incentives in the country
2024-09-03,Tesla Actually Smart Summon going to wide release next week!
2024-09-04,"Just leaving Tesla engineering offices in Palo Alto. Mostly good, some bad. The future is going to be wild. There will be so many robots …"
2024-09-05,Currently expected self-driving timeline
2024-09-06,"Tesla Model S Plaid Speed (Spaceballs reference for beyond ludicrous speed) does 0 to 60 mph in 2 seconds, despite being a four door sedan with a large trunk!"
2024-09-08,"We are opening a lot more Superchargers. What regions are we missing? The McLaren F1 (an amazing sports car) is 50% slower than a Tesla Model S in 0 to 60 mph Probably best to have a Starlink ground station for remote towns, as that can provide 10s of Gigabits of bandwidth How many fake articles have you seen about Tesla at this point? 100, 1000, maybe several thousand? WSJ is talking nonsense. Haven’t read the article, but the above is not accurate. Tesla has learned a lot from discussions with engineers at xAI that have helped accelerate achieving unsupervised FSD, but there is no need to license anything from xAI. The xAI models are gigantic, containing, in"
2024-09-09,"We should change that so the yoke is stationary, as it is not mechanically coupled to the wheels. Same goes for when it is on Autopilot. The Cybertruck is a beast"
2024-09-10,"But here’s the rub, Tesla never has to bribe Kia drivers to buy a Tesla … Best deal in America for a Tesla"
2024-09-11,"There should be rules and referees for any field. For example, pro sports could choose to have no referees or rules, but they do not, because it would make the games worse. We should have a reasonable set of regulations and regulators for matters affecting public safety, not"
2024-09-13,Nice work by Tesla Energy
2024-09-15,Congratulations Tesla cell team!
2024-09-17,"Amazingly, no Starliner fines for Boeing! The FAA space division is harassing SpaceX about nonsense that doesn’t affect safety while giving a free pass to Boeing even after NASA concluded that their spacecraft was not safe enough to bring back the astronauts. There need to be You mean the video of the Tesla presentation? Giga Texas, Tesla Headquarters"
2024-09-18,"Compared to diesel, Tesla Semi trucks have a lot more acceleration, uphill power and computer-controlled safety features like jackknifing protection, so both more fun and safer to drive Looks like we can get kWh/mile down around 1.2 with the median semi load TikTok’s “trust &amp; safety” team is based in the San Francisco Bay Area and is controlled by the far-left"
2024-09-19,Shanghai just experienced the most powerful typhoon in 75 years! Best wishes for the resilient &amp; resourceful people of Shanghai. I have asked our Tesla Shanghai team to help anyone in distress to the best of our ability.
2024-09-20,"Shouldn’t the head of an organization responsible for regulating the safety of airplanes &amp; rockets know something about how they work? SpaceX letter to Congress. The leadership spends their resources attacking for petty matters that have nothing to do with safety, while neglecting real safety issues at Boeing. This is deeply wrong and puts human lives at risk. NASA deemed the Boeing capsule"
2024-09-21,"Do some research before you display your utter ignorance. SpaceX gets no subsidies and received half as much as Boeing for astronaut transport, but did 100% of the work. As for Tesla, take a minute to read our public filings and you will see that EV incentives represent a Then the battery packs of the busses are too small. Teslas can operate well even above the Arctic Circle. Also, busses will not be needed when Tesla rolls out unsupervised full self-driving, as they will take people point to point for a similar cost to a bus ticket. This was our highest risk astronaut mission ever and I have responsibility for their safety. The weather constraints on this mission are also extremely high and only cleared that night. I had to make a go vs no-go decision. Their lives came first."
2024-09-23,Your Tesla can now drive itself through complex parking lots to find you You can summon a driverless Tesla from anywhere in the parking lot. Rapidly approaching the ability to summon from anywhere at all. Competitors receive vastly more subsidies than SpaceX or Tesla. The success of SpaceX/Tesla is in spite of competitor subsidies! Look at how much was given away for a North American Supercharger network to compete against Tesla and it still failed. Or the massive subsidies
2024-09-26,"One square mile on the surface receives ~2.5 Gigawatts of solar energy. That’s Gigawatts with a “G”. It’s ~30% higher in space. The Starlink global satellite network is entirely solar/battery powered. Factoring in solar panel efficiency (25%), packing density (80%) and usable Once you understand Kardashev Scale, it becomes utterly obvious that essentially all energy generation will be solar. Also, just do the math on solar on Earth and you soon figure out that a relatively small corner of Texas or New Mexico can easily serve all US electricity."
2024-09-27,"Hamas has strong support at liberal elite colleges and the youth wing of the Dems. As the older Dems retire or pass away, the Democratic Party will become officially antisemitic."
2024-09-28,"If I were another car company, I would license FSD Solar roofs that generate energy and look good too!"
2024-10-01,"So long as those charging high prices don’t do bad things to stop new entrants who will lower the price, that is absolutely true Solar power is growing super fast. In the very long-term (Kardashev Scale), solar will be &gt;99% of all power generation."
2024-10-04,"Unless Trump wins and we get rid of the mountain of smothering regulations (that have nothing to do with safety!), humanity will never reach Mars. This is existential. FSD will soon exceed 10,000 miles between critical interventions, which is a year of driving for most people"
2024-10-06,Cybertruck is special
2024-10-08,"What Vivek says is, of course, true. The “social safety net” of state &amp; federal government payments is a powerful magnet for anyone living below that standard (over 5 billion people) to move to the United States. Couple that with open borders and obviously vast numbers of"
2024-10-09,Watch the Tesla product launch event live on 𝕏
2024-10-10,"Tesla has economies of scale and a technology architecture that make it extremely difficult (unless I’m missing something major) for others to compete And all transport will be fully autonomous within 50 years Major cleanup needed at 60 Mins. Producers need to be fired. They edited an interview I once did with them. My actual words were “I can do what I want at Tesla, provided that shareholders agree”. They deleted the last four words, giving my statement the opposite meaning."
2024-10-11,Basic camping solar panels plus a little battery will power Starlink all day Great work by the Tesla team! Map of the Tesla future world constructed at the studio Tesla product unveil in less than an hour
2024-10-12,Optimus and autonomous cars only get better from here
2024-10-13,One step closer to Kardashev
2024-10-14,Cybertruck is just such an awesome product. You don’t realize how fun &amp; useful it is until you try it!
2024-10-15,Tesla Semi will be available worldwide
2024-10-16,Great work by the Tesla team!
2024-10-17,"Fission is good, but nothing comes close to that staggeringly gigantic fusion reactor in the sky. When you think in Kardashev terms, it becomes utterly obvious that the energy released by our Sun is all that matters. Good Supercharger progress"
2024-10-18,"One could consider any given civilization’s progress as % completion of Kardashev. By that measure, we are &lt;1% towards even type 1. Starship is a big step forward on the Kardashev scale, as it leads to harnessing vastly more power from the sun"
2024-10-19,"Tesla engineering talent is awesome! There is no meaningful efficiency difference between inductive and conductive charging if the system is designed right. There is always an inductor somewhere in the charge circuit! The Plaid Speed Model S Tesla does 0 to 60 mph in 2 seconds. Crushes any million dollar sports car, despite being a 4 door sedan."
2024-10-21,"Model Y bestseller in Europe, probably the world"
2024-10-22,"Boeing and Lockheed moved their rocket production from California to Alabama. SpaceX took over an abandoned aerospace building in LA County and turned it into the highest volume rocket producer in the world. That was because I lived in California. The last automotive factory in California (NUMMI) shut down in early 2009. Tesla took over the derelict building, after it was stripped of anything useful, and it is now the highest production car factory in the Americas! That was simply because I lived in California. Autopilot is a major safety improvement And it will improve significantly when Starship starts launching the third generation satellites at 350km altitude (5 ms speed of light round trip latency) with larger antennas that allow for multi-gigabit bandwidth"
2024-10-23,Wild to think that Tesla’s mass flux is ~4 million tons of complex manufactured goods
2024-10-24,"SpaceX &amp; Tesla continue to execute extremely well, despite being large companies"
2024-10-26,He is just plain wrong. Almost the entire founding team of was over 30. Over half of the founding team of Tesla was too.
2024-10-27,"I wish they had gone with human brains as an energy-efficient compute substrate, which is vague plausible. The Matrix is a great movie, but I was literally rofl when they pulled out a Duracell battery 🤣🤣 Kardashev or bust, baby!!"
2024-10-28,"It’s a Tesla shirt, but refers to the Foundation books by Asimov"
2024-10-29,Cybertruck can beat a Porsche 911 while towing a Porsche 911! Too many social media “Trust &amp; Safety” teams who are marinating in woke sauce
2024-10-30,Mac battery life is impressive
2024-11-01,Tesla FSD is now almost entirely AI
2024-11-02,Take a long trip in a Tesla and everything just works Cybertruck is tougher than a bag of nails
2024-11-05,Test drive a Tesla and see for yourself!
2024-11-07,"Well, Optimus is already doing some tasks in the factory and the scope of its ability is increasing rapidly. The toughest part by far is improving the design of Optimus for ease of manufacturing and tooling up a complex supply chain, so it can be made in significant numbers. Justice prevails. Meanwhile, none of the many short sellers who egregiously manipulated Tesla stock for years and lied repeatedly on TV have been prosecuted. Not one."
2024-11-12,"Congratulations Tesla Powerwall team! These will make a big difference around the world. With a Powerwall, your home or business has guaranteed continuous power during utility blackouts or brownouts. Add solar to your roof and/or nearby ground and you can operate off grid."
2024-11-13,"While others partied, Cybertruck studied the blade"
2024-11-18,That’s great to see! Tesla Robovan is in development. Some other things too.
2024-11-20,Why are “sanctuary” cities protecting child rapists? Unconscionable. Any politician who does so should be recalled immediately. Cybertrucks and Optimus robots
2024-11-21,"We need to reach &gt;1M/year production volumes, but, long-term, yes Just learned tonight at Mar-a-Lago that Jeff Bezos was telling everyone that would lose for sure, so they should sell all their Tesla and SpaceX stock 🤭"
2024-11-23,"Thanks Jeff Note, xAI is a generalized AI company and was not created as an offshoot of Tesla in any way whatsoever. You don’t need to credit SpaceX or Tesla"
2024-11-24,Becoming multiplanetary is a critical step on the Kardashev ladder
2024-11-25,"Even though Tesla is the only company who manufactures their EVs in California! This is insane. Yeah, par for the course for many years with Tesla AI"
2024-11-26,"Optimus is a very sophisticated robot. It will be immensely difficult to get the cost to $20k. Not easy at all, but it will eventually happen. Production volume needs to be above 1M/year for that. Price will be driven by demand, but eventually even price will get to ~$20k. Tesla is the only one making cars in California, so this move hurts jobs in California We don’t really have marketing at X, SpaceX or Tesla"
2024-11-30,Easy move to connect AI vision with arm actuation to catch autonomously. Will be done next quarter. We are just testing the actuation and sensor system here.
2024-12-01,Tesla has the best real-world AI by far
2024-12-05,"Just trying to get to measly 1% completion of a puny Kardashev Type I civilization! It’s a start, but still peanuts on the Kardashev Scale"
2024-12-08,The new Model 3P is a hall-of-famer. Will give you more joy than any other possession.
2024-12-09,"The TSLAQ went Q That will probably happen. Any self-respecting civilization should at least reach Kardashev Type II. In my opinion, we are currently only at &lt;5% of Type I. To get to ~30%, we would need to place solar panels in all desert or highly arid regions. Demonstrate Tesla self-driving to a friend tomorrow. It feels like magic. TSLA shorts reciting Litany Against Fear rn There will ultimately be tens of millions of driverless Teslas throughout the world giving rides 24/7"
